MEDCOD,MEFCOD,MEDNOM,MEDPRES,MEDCNC,MEDTIP,MEDPET,MEDFF,MEDEST,MEDESTVTA,MEDFACTPER,MEDTRANAC,MEDTRALOC,MEDCOMP,MEDPS,MEDCS,MEDHI,MEDACT,MEDINDVCTO,PRDPREADQ,PRDPREDIST,PRDPREOPE,PRDINDACT,PRDSTKMIN,PRDSTKMAX,PRDPTOREP,PRDSIT,PRDADI,PRDFECHULT,MEDREGSAN,PREADQ_DO,PREDIS_DO,PREOPE_DO,PRDTIPOMED,MEDNOMABR,MEDNARCOT,MNARCOT,TIPONC,FECULTPREC,CODIGO_SIG,FECHAVRS,PRDSTKPROM,_NullFlags
12377,,SUTURA SEDA NEGRA TRENZADA 4/0 S/A 45 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700580259,,0,b'\x00'
12378,,SUTURA SEDA NEGRA TRENZADA  45 CM,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
12379,,SUTURA SEDA NEGRA TRENZADA 5/0 C/A 3/8 CIRCULO CORTANTE 10 mm X 45 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700580124,,0,b'\x00'
12380,,SUTURA SEDA NEGRA TRENZADA 5/0 C/A 3/8 CIRCULO CORTANTE 20 mm X 45 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,2.5,2.8125,3.13,,0,0,0,1,N,2018-08-31 15:04:43.999000,N-01123-IMM,0.0,0.0,0.0,X,,,,,2018-05-10,495700580299,,0,b'\x00'
12381,,SUTURA SEDA NEGRA TRENZADA 6/0 C/A 3/8 CIRCULO CORTANTE 10 mm X 45 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700580125,,0,b'\x00'
12382,,SUTURA SEDA NEGRA TRENZADA  75 CM,3/0 3/8 CC,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
12385,,SUTURA SEDA NEGRA TRENZADA 0 S/A X 150 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700580126,,0,b'\x00'
12386,,SUTURA SEDA NEGRA TRENZADA 150 CM,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
12387,,SUTURA SEDA NEGRA TRENZADA 1 S/A 150 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700580282,,0,b'\x00'
12388,,SUTURA SEDA NEGRA TRENZADA 150 CM,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
12389,,SUTURA SEDA NEGRA TRENZADA 150 CM,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
12390,,SUTURA SEDA NEGRA TRENZADA 5/0 S/A 150 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700580229,,0,b'\x00'
12394,,SUTURA SEDA NEGRA TRENZADA 0 C/A 1/2 CIRCULO REDONDA 20 mm X 75 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700580054,,0,b'\x00'
12396,,SUTURA SEDA NEGRA TRENZADA 0 C/A 1/2 CIRCULO REDONDA 25 mm X 75 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,2.370371,2.666667,3.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.370371,2.666667,3.0,X,,,,,2018-05-10,495700580130,,0,b'\x00'
12397,,SUTURA SEDA NEGRA TRENZADA 0 C/A 1/2 CIRCULO REDONDA 30 mm X 75 cm..,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700580348,,0,b'\x00'
12398,,SUTURA SEDA NEGRA TRENZADA 1 S/A 75 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700580519,,0,b'\x00'
12399,,SUTURA SEDA NEGRA TRENZADA 1 C/A 1/2 CIRCULO REDONDA 35 mm X 75 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700580471,,0,b'\x00'
12400,,SUTURA SEDA NEGRA TRENZADA 1 C/A 1/2 CIRCULO REDONDA 25 mm X 75 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,2.844444,3.2,3.6,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.844444,3.2,3.6,X,,,,,2018-05-10,495700580459,,0,b'\x00'
12401,,SUTURA SEDA NEGRA TRENZADA 1 C/A 1/2 CIRCULO REDONDA 30 mm X 75 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700580337,,0,b'\x00'
12403,,SUTURA SEDA NEGRA TRENZADA 2/0 C/A 3/8 CIRCULO CORTANTE 20 mm X 75 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,2.3,2.5875,2.88,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,495700580082,,0,b'\x00'
12404,,SUTURA SEDA NEGRA TRENZADA 2/0 C/A 1/2 CIRCULO CORTANTE 20 mm X 75 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,2.74,3.083,3.42,,0,0,0,1,N,2018-08-31 15:04:43.999000,DM0093N,0.0,0.0,0.0,X,,,,,2018-05-10,495700580131,,0,b'\x00'
12406,,SUTURA SEDA NEGRA TRENZADA 2/0 C/A 1/2 CIRCULO REDONDA 20 mm X 75 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,2.370371,2.666667,3.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.370371,2.666667,3.0,X,,,,,2018-05-10,495700580221,,0,b'\x00'
12407,,SUTURA SEDA NEGRA TRENZADA 2/0 C/A 1/2 CIRCULO REDONDA 25 mm X 75 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,1.76,1.98,2.2,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,495700580053,,0,b'\x00'
12408,,SUTURA SEDA NEGRA TRENZADA 2/0 C/A 1/2 CIRCULO REDONDA 30 mm X 75 cm*,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,2.370371,2.666667,3.0,,0,0,0,0,N,2018-08-31 15:04:43.999000,,2.370371,2.666667,3.0,X,,,,,2018-05-10,495700580272,,0,b'\x00'
12409,,SUTURA SEDA NEGRA TRENZADA 2/0 C/A 1/2 CIRCULO REDONDA 40 mm X 75 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700580490,,0,b'\x00'
12410,,SUTURA SEDA NEGRA TRENZADA 2/0 C/A 3/8 CIRCULO CORTANTE* 15 mm X 75 CM,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,2.370371,2.666667,3.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.370371,2.666667,3.0,X,,,,,2018-05-10,495700580020,,0,b'\x00'
12411,,SUTURA SEDA NEGRA TRENZADA 2/0 C/A 3/8 CIRCULO CORTANTE 20 mm X 45 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,2.25,2.531,2.81,,0,0,0,1,N,2018-08-31 15:04:43.999000,N-01123-IMM,0.0,0.0,0.0,X,,,,,2018-05-10,495700580201,,0,b'\x00'
12412,,SUTURA SEDA NEGRA TRENZADA 3/0 C/A 1/2 CIRCULO CORTANTE 15 mm X 75 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700580132,,0,b'\x00'
12413,,SUTURA SEDA NEGRA TRENZADA 3/0 C/A 1/2 CIRCULO REDONDA 20 mm X 75 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,2.5,2.813,3.12,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,495700580285,,0,b'\x00'
12414,,SUTURA SEDA NEGRA TRENZADA 3/0 C/A 1/2 CIRCULO REDONDA 25 mm X 75 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,3.0,3.375,3.75,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.0,3.0,3.0,X,,,,,2018-05-10,495700580159,,0,b'\x00'
12415,,SUTURA SEDA NEGRA TRENZADA 3/0 C/A 1/2 CIRCULO REDONDA 30 mm X 75 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,2.370371,2.666667,3.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.370371,2.666667,3.0,X,,,,,2018-05-10,495700580055,,0,b'\x00'
12416,,SUTURA SEDA NEGRA TRENZADA 3/0 C/A 1/2 CIRCULO REDONDA 35 mm X 75 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,2.2,2.475,2.75,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,495700580273,,0,b'\x00'
12417,,SUTURA SEDA NEGRA TRENZADA 3/0 C/A 3/8 CIRCULO CORTANTE 20 mm X 75 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,2.3,2.5875,2.88,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.0,3.0,3.0,X,,,,,2018-05-10,495700580083,,0,b'\x00'
12418,,SUTURA SEDA NEGRA TRENZADA 75 CM,3/0 3/8 CC1,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
12419,,SUTURA SEDA NEGRA TRENZADA 4/0 C/A 1/2 CIRCULO REDONDA 20 mm X 75 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700580235,,0,b'\x00'
12421,,SUTURA SEDA NEGRA TRENZADA 4/0 C/A 1/2 CIRCULO REDONDA 35 mm X 75 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700580209,,0,b'\x00'
12422,,SUTURA SEDA NEGRA TRENZADA 4/0 C/A 3/8 CIRCULO CORTANTE 20 mm X 75 cm*,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,2.25,2.531,2.81,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,495700580022,,0,b'\x00'
12423,,SUTURA SEDA NEGRA TRENZADA 4/0 C/A 3/8 CIRCULO CORTANTE 10 mm X 75 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700580388,,0,b'\x00'
12424,,SUTURA SEDA NEGRA TRENZADA 5/0 C/A 1/2 CIRCULO CORTANTE 20 mm X 75 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,2.25,2.531,2.81,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,495700580133,,0,b'\x00'
12425,,SUTURA SEDA NEGRA TRENZADA 5/0 C/A 1/2 CIRCULO REDONDA 30 mm X 75 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,2.607407,2.933333,3.3,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.607407,2.933333,3.3,X,,,,,2018-05-10,495700580134,,0,b'\x00'
12426,,SUTURA SEDA NEGRA TRENZADA 5/0 C/A 3/8 CIRCULO CORTANTE 10 mm X 75 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700580218,,0,b'\x00'
12427,,SUTURA SEDA NEGRA TRENZADA 5/0 C/A 3/8 CIRCULO CORTANTE 20 mm X 75 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,2.3,2.5875,2.88,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,495700580023,,0,b'\x00'
12428,,SUTURA SEDA NEGRA TRENZADA 5/0 C/A 3/8 CIRCULO CORTANTE 15 mm X 75 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,2.3,2.588,2.88,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,495700580189,,0,b'\x00'
12429,,SUTURA SEDA NEGRA TRENZADA 6/0 C/A 3/8 CIRCULO CORTANTE 20 mm X 75 cm*,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,3.168,3.564,3.96,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,495700580024,,0,b'\x00'
12430,,SUTURA SEDA NEGRA TRENZADA 6/0 C/A 1/2 CIRCULO REDONDA 13 mm X 75 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700580135,,0,b'\x00'
12431,,SUTURA SEDA NEGRA TRENZADA 6/0 C/A 3/8 CIRCULO CORTANTE 25 mm X 75 cm,,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,2.852346,3.208889,3.61,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.852346,3.208889,3.61,X,,,,,2018-05-10,495700580436,,0,b'\x00'
12436,,SUTURA SEDA NEGRA TRENZADA MULTIEMPAQUE 4/0 S/A 50 cm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700580088,,0,b'\x00'
12485,,TEGADERM,,1626,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
12489,,TENSIOMETRO DE ANEROIDE PEDIATRICO,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,122.706172,138.044444,155.3,,0,0,0,1,N,2018-08-31 15:04:43.999000,,122.706172,138.044444,155.3,X,,,,,2018-05-10,493700120025,,0,b'\x00'
12490,,TERMOMETRO CLINICO ORAL,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,1.35,1.51,1.68,,0,0,0,1,N,2018-08-31 15:04:43.999000,,1.0,1.0,1.0,X,,,,,2018-07-01,495100100001,,0,b'\x00'
12491,,TERMOMETRO CLINICO RECTAL,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,1.31,1.47375,1.63,,0,0,0,1,N,2018-08-31 15:04:43.999000,,1.0,1.0,1.0,X,,,,,2018-08-01,495100100004,,0,b'\x00'
12506,,TINTURA DE ARNICA,30 mL,,I,_,SOLUCI,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,583600170005,,0,b'\x00'
12507,,TINTURA DE YODO,1 L,,I,_,SOLUCI,_,,,,,,_,_,_,1,N,11.2,12.6,14.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,583600170002,,0,b'\x00'
12509,,TINTURA DE YODO,30 mL,,I,_,SOLUCI,_,,,,,,_,_,_,1,N,0.711111,0.8,0.9,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.711111,0.8,0.9,X,,,,,2018-05-10,583600170010,,0,b'\x00'
12512,,TIMEROSAL 0.1%,30 mL,,I,_,SOLUCI,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,495700340073,,0,b'\x00'
12513,,TIPS PUNTILLAS,X 1.5 mL,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
12516,,TIRANERVIOS STANDARD..,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
12519,,TIRA REACTIVA PARA GLUCOSA EN SANGRE,50 DET,,I,_,KIT,S,,,,,,_,_,_,1,N,1.38,1.5525,1.73,,0,0,0,1,N,2018-08-31 15:04:43.999000,SIN/REG,0.0,0.0,0.0,X,,,,,2018-05-10,351100020523,,0,b'\x00'
12520,,TIRA REACTIVA PARA GLUCOSA EN SANGRE,1 DET,,I,_,UNIDAD,S,,,,,,_,_,_,1,N,160.0,180.0,200.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,351100020524,,0,b'\x00'
12521,,TIRA REACTIVA PARA ORINA,1 DET,,I,_,KIT,_,,,,,,_,_,_,1,N,36.4,40.95,45.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,351100020402,,0,b'\x00'
12522,,TIRAS REACTIVAS PARA PH,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,,,0,b'\x00'
12536,,TORNILLO CORTICAL 3.5 mm X 12 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300044,,0,b'\x00'
12537,,TORNILLO CORTICAL 3.5 mm X 14 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300001,,0,b'\x00'
12538,,TORNILLO CORTICAL 3.5 mm X 16 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300043,,0,b'\x00'
12539,,TORNILLO CORTICAL 3.5 mm X 18 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300042,,0,b'\x00'
12540,,TORNILLO CORTICAL 3.5 mm X 20 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300041,,0,b'\x00'
12541,,TORNILLO CORTICAL 3.5 mm X 22 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300040,,0,b'\x00'
12542,,TORNILLO CORTICAL 3.5 mm X 24 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300048,,0,b'\x00'
12543,,TORNILLO CORTICAL 3.5 mm X 26 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300039,,0,b'\x00'
12544,,TORNILLO CORTICAL 3.5 mm X 28 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300038,,0,b'\x00'
12545,,TORNILLO CORTICAL 3.5 mm X 30 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300037,,0,b'\x00'
12546,,TORNILLO CORTICAL 3.5 mm X 32 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300049,,0,b'\x00'
12547,,TORNILLO CORTICAL 3.5 mm X 34 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300036,,0,b'\x00'
12548,,TORNILLO CORTICAL 3.5 mm X 36 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300034,,0,b'\x00'
12549,,TORNILLO CORTICAL 3.5 mm X 38 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300054,,0,b'\x00'
12550,,TORNILLO CORTICAL 3.5 mm X 40 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300033,,0,b'\x00'
12551,,TORNILLO CORTICAL 4.0 mm X 40 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300099,,0,b'\x00'
12555,,TORNILLO CORTICAL 4.5 mm X 16 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300073,,0,b'\x00'
12556,,TORNILLO CORTICAL 4.5 mm X 18 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300023,,0,b'\x00'
12557,,TORNILLO CORTICAL 4.5 mm X 20 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300051,,0,b'\x00'
12558,,TORNILLO CORTICAL 4.5 mm X 22 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300022,,0,b'\x00'
12559,,TORNILLO CORTICAL 4.5 mm X 24 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300021,,0,b'\x00'
12560,,TORNILLO CORTICAL 4.5 mm X 26 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300053,,0,b'\x00'
12561,,TORNILLO CORTICAL 4.5 mm X 28 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300020,,0,b'\x00'
12562,,TORNILLO CORTICAL 4.5 mm X 30 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300019,,0,b'\x00'
12563,,TORNILLO CORTICAL 4.5 mm X 32 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300018,,0,b'\x00'
12564,,TORNILLO CORTICAL 4.5 mm X 34 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300017,,0,b'\x00'
12565,,TORNILLO CORTICAL 4.5 mm X 36 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300024,,0,b'\x00'
12566,,TORNILLO CORTICAL 4.5 mm X 38 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300016,,0,b'\x00'
12567,,TORNILLO CORTICAL 4.5 mm X 40 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300015,,0,b'\x00'
12568,,TORNILLO CORTICAL 4.5 mm X 42 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300014,,0,b'\x00'
12569,,TORNILLO CORTICAL 4.5 mm X 44 mm,,,I,_,UNIDAD,_,,,,,,_,_,_,1,N,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,496900300052,,0,b'\x00'
